% Moku:Go Oscilloscope
% Channel A (Input 1), DC coupling, 1 MOhm impedance, 1 x probe attenuation
% Channel B (Input 2), DC coupling, 1 MOhm impedance, 10,000 x probe attenuation
% Time span 5.000 s, time offset 0.000 s, Precision acquisition mode, no averaging
% Edge trigger: Channel A, level 0.000 V, Auto mode, Rising edge, Auto sensitivity, noise reject off, HF reject off
% Output 1 (off) - Sine, 10.000 000 000 000 MHz, 1.000 0 Vpp, offset 0.000 0 V, phase 0.000 000 deg
% Output 2 (off) - Ramp, 50.000 000 000 kHz, 500.0 mVpp, offset 0.000 0 V, phase 0.000 000 deg, symmetry 90.00 %
% Acquired 2025-01-29 T 09:37:09 -0500
% Time (s), Channel A (V), Channel B (V)
1.2062460800e+00, 1.8617506726e-02, -2.3882978106e-03
1.2065962240e+00, 1.9767986046e-02, -2.6303365442e-03
1.2069463680e+00, 1.9347752755e-02, -1.6022439570e-03
1.2072965120e+00, 1.8513146001e-02, -6.9704030036e-04
1.2076466560e+00, 1.8784930347e-02, -1.5245035937e-03
1.2079968000e+00, 1.7910700003e-02, -1.8599647022e-03
1.2083469440e+00, 1.8338188317e-02, -1.7621893134e-03
1.2086970880e+00, 1.9158005984e-02, -1.1486375870e-03
1.2090472320e+00, 1.8725774001e-02, -4.3764531909e-04
1.2093973760e+00, 1.9870951573e-02, -7.9275079797e-04
1.2097475200e+00, 1.8699823340e-02, -4.1900549040e-04
1.2100976640e+00, 1.8515099277e-02, -5.8101573795e-04
1.2104478080e+00, 1.8793859607e-02, -1.2555654666e-03
1.2107979520e+00, 1.8412412789e-02, -1.8842411258e-03
1.2111480960e+00, 1.8571465230e-02, -1.4016704711e-03
1.2114982400e+00, 1.9184793764e-02, -2.8357095070e-03
1.2118483840e+00, 1.9671996503e-02, -3.1168137498e-03
1.2121985280e+00, 1.8240245498e-02, -2.6483624863e-03
1.2125486720e+00, 1.8328700978e-02, -3.5417906823e-03
1.2128988160e+00, 1.9118103354e-02, -4.2091970035e-03
1.2132489600e+00, 1.9213534819e-02, -3.4331327588e-03
1.2135991040e+00, 1.8638155639e-02, -3.1119026572e-03
1.2139492480e+00, 1.8676942111e-02, -2.2919176185e-03
1.2142993920e+00, 1.8753398898e-02, -1.7005774245e-03
1.2146495360e+00, 1.8961004189e-02, -1.2799535059e-03
1.2149996800e+00, 1.8090401357e-02, -1.9619256813e-03
1.2153498240e+00, 1.9049738709e-02, -1.2523844180e-03
1.2156999680e+00, 1.9000348740e-02, -5.6600342084e-04
1.2160501120e+00, 1.9088246142e-02, -1.8787161466e-03
1.2164002560e+00, 1.9600841463e-02, -1.9054481165e-03
1.2167504000e+00, 1.9861464234e-02, -1.4896794826e-03
1.2171005440e+00, 2.0300114123e-02, -1.7600686143e-03
1.2174506880e+00, 1.8616390568e-02, -2.3286950051e-03
1.2178008320e+00, 1.9187863197e-02, -1.0453372191e-03
1.2181509760e+00, 1.8644852584e-02, -1.5253965196e-03
1.2185011200e+00, 1.8591835104e-02, -2.0760527761e-03
1.2188512640e+00, 1.8390089640e-02, -3.4180646338e-03
1.2192014080e+00, 1.9292223921e-02, -3.8335542284e-03
1.2195515520e+00, 1.8887895875e-02, -1.8043800633e-03
1.2199016960e+00, 1.7444983295e-02, -1.4920792210e-03
1.2202518400e+00, 1.6561265613e-02, -1.4979390474e-03
1.2206019840e+00, 1.8240245498e-02, -1.3679625174e-03
1.2209521280e+00, 1.7954230145e-02, -9.4951510571e-04
1.2213022720e+00, 1.7332251390e-02, -9.7027563347e-04
1.2216524160e+00, 1.8875897182e-02, -3.8635788626e-04
1.2220025600e+00, 1.8792743450e-02, -2.1558580307e-04
1.2223527040e+00, 1.7733510003e-02, -1.4435263738e-03
1.2227028480e+00, 1.7172082792e-02, -8.4671700857e-04
1.2230529920e+00, 1.7573620445e-02, -1.0290413209e-03
1.2234031360e+00, 1.7923535814e-02, -2.0269418502e-03
1.2237532800e+00, 1.7331972351e-02, -1.9312313526e-03
1.2241034240e+00, 1.7516975453e-02, -1.4384478576e-03
1.2244535680e+00, 1.7157293706e-02, -1.9940710146e-03
1.2248037120e+00, 1.7787922680e-02, -2.6714111367e-03
1.2251538560e+00, 1.7909025767e-02, -2.3952179865e-03
1.2255040000e+00, 1.7999434522e-02, -2.4058772897e-03
1.2258541440e+00, 1.8127792632e-02, -2.9934783564e-03
1.2262042880e+00, 1.8365813214e-02, -4.3330904756e-03
1.2265544320e+00, 1.7374944414e-02, -2.7681819839e-03
1.2269045760e+00, 1.8457617167e-02, -3.0119507614e-03
1.2272547200e+00, 1.8106306601e-02, -2.2089313153e-03
1.2276048640e+00, 1.8875060064e-02, -1.3810215591e-03
1.2279550080e+00, 1.8468778742e-02, -1.0636980084e-03
1.2283051520e+00, 1.7751647562e-02, -9.9572402234e-04
1.2286552960e+00, 1.8345164301e-02, -1.0567778325e-03
1.2290054400e+00, 1.7496326539e-02, -9.1692330944e-04
1.2293555840e+00, 1.7864379468e-02, -6.0864063376e-04
1.2297057280e+00, 1.8905754394e-02, -2.1840410052e-03
1.2300558720e+00, 1.8977467512e-02, -2.1333674589e-03
1.2304060160e+00, 1.7814989499e-02, -2.3105574472e-03
1.2307561600e+00, 1.6958896714e-02, -1.6899739292e-03
1.2311063040e+00, 1.8330375215e-02, -9.4159038812e-04
1.2314564480e+00, 1.7194964020e-02, -4.5355056213e-04
1.2318065920e+00, 1.7902607861e-02, -6.0612927960e-04
1.2321567360e+00, 1.8364138978e-02, -1.3898950104e-03
1.2325068800e+00, 1.9146844409e-02, -1.6458857116e-03
1.2328570240e+00, 1.8520959104e-02, -2.9249462916e-03
1.2332071680e+00, 1.9370633984e-02, -2.8445829583e-03
1.2335573120e+00, 1.8758142568e-02, -2.6547245835e-03
1.2339074560e+00, 1.8342931986e-02, -1.1371969736e-03
1.2342576000e+00, 1.8723541686e-02, -2.3882420027e-03
1.2346077440e+00, 1.8683639056e-02, -1.9375376419e-03
1.2349578880e+00, 1.7823918759e-02, -3.3571224394e-03
1.2353080320e+00, 1.7712582051e-02, -3.5729872818e-03
1.2356581760e+00, 1.7435216918e-02, -2.0973155747e-03
1.2360083200e+00, 1.6751012384e-02, -8.5330233727e-04
1.2363584640e+00, 1.7897585153e-02, -5.6784508056e-04
1.2367086080e+00, 1.8050777766e-02, -5.6583599723e-04
1.2370587520e+00, 1.7031725989e-02, -1.3976523044e-03
1.2374088960e+00, 1.8262847687e-02, -1.7306020588e-04
1.2377590400e+00, 1.7023075769e-02, -9.2412252471e-04
1.2381091840e+00, 1.6517735471e-02, -2.0988781951e-03
1.2384593280e+00, 1.6960570950e-02, -2.3691557110e-03
1.2388094720e+00, 1.7695839689e-02, -2.8063545672e-03
1.2391596160e+00, 1.8205644616e-02, -2.2853880977e-03
1.2395097600e+00, 1.7097858320e-02, -1.9781657715e-03
1.2398599040e+00, 1.7434100760e-02, -9.6748523995e-04
1.2402100480e+00, 1.8021199593e-02, -5.1477179588e-04
1.2405601920e+00, 1.7035074462e-02, -1.3050112397e-03
1.2409103360e+00, 1.6672044242e-02, -2.1121046603e-03
1.2412604800e+00, 1.7709233578e-02, -1.7943346467e-03
1.2416106240e+00, 1.7235424729e-02, -1.4125530058e-03
1.2419607680e+00, 1.7711744933e-02, -1.4345971146e-03
1.2423109120e+00, 1.7615476350e-02, -1.5904684964e-03
1.2426610560e+00, 1.8244710128e-02, -2.4322744124e-03
1.2430112000e+00, 1.8002782995e-02, -2.6321223960e-03
1.2433613440e+00, 1.9066202032e-02, -1.9566239336e-03
1.2437114880e+00, 1.8353535482e-02, -7.1149453877e-04
1.2440616320e+00, 1.8341815829e-02, -1.8388693272e-03
1.2444117760e+00, 1.9137357071e-02, -8.2629132803e-04
1.2447619200e+00, 1.8918311166e-02, -1.9455739753e-03
1.2451120640e+00, 1.9127869732e-02, -1.7943346467e-03
1.2454622080e+00, 1.8951795890e-02, -2.0875491974e-03
1.2458123520e+00, 1.8266475199e-02, -1.9080710864e-03
1.2461624960e+00, 1.8339583514e-02, -2.4640848985e-03
1.2465126400e+00, 1.9434533999e-02, -1.3386633855e-03
1.2468627840e+00, 1.7933860271e-02, -1.8950678526e-03
1.2472129280e+00, 1.7919629263e-02, -2.0274441210e-03
1.2475630720e+00, 1.7862705231e-02, -1.7895909777e-03
1.2479132160e+00, 1.8139233246e-02, -8.7551386966e-04
1.2482633600e+00, 1.7138598068e-02, -1.3037834665e-03
1.2486135040e+00, 1.8320887876e-02, -1.9217440146e-03
1.2489636480e+00, 1.9046390236e-02, -1.6835002162e-03
1.2493137920e+00, 1.8565884442e-02, -3.1726774280e-03
1.2496639360e+00, 1.8213457719e-02, -1.1741417838e-03
1.2500140800e+00, 1.8866409843e-02, -8.6842627013e-04
1.2503642240e+00, 1.8268707514e-02, -9.0258068677e-04
1.2507143680e+00, 1.8215131955e-02, -2.1448080723e-03
1.2510645120e+00, 1.8836552631e-02, -2.8823090787e-03
1.2514146560e+00, 1.8975235197e-02, -2.2968845190e-03
1.2517648000e+00, 1.7989668144e-02, -2.8282312523e-03
1.2521149440e+00, 1.8919427323e-02, -2.5753657919e-03
1.2524650880e+00, 1.7808850633e-02, -2.3981758036e-03
1.2528152320e+00, 1.8990303323e-02, -1.7998038180e-03
1.2531653760e+00, 1.9206558834e-02, -1.2119237120e-03
1.2535155200e+00, 1.8337630238e-02, -7.0608117535e-04
1.2538656640e+00, 1.7532880697e-02, -1.9690132808e-03
1.2542158080e+00, 1.8295495293e-02, -9.7446122374e-04
1.2545659520e+00, 1.8271218868e-02, -1.5887942603e-03
1.2549160960e+00, 1.7762530098e-02, -5.8397355508e-04
1.2552662400e+00, 1.8620018080e-02, -1.1676122629e-03
1.2556163840e+00, 1.7731277688e-02, -1.6128474524e-03
1.2559665280e+00, 1.6950804572e-02, -2.4704469957e-03
1.2563166720e+00, 1.7660959767e-02, -1.6728967209e-03
1.2566668160e+00, 1.7150317721e-02, -1.3832538739e-03
1.2570169600e+00, 1.6396353345e-02, -6.5646797863e-04
1.2573671040e+00, 1.6767754746e-02, -3.1788162937e-04
1.2577172480e+00, 1.7936650664e-02, -1.6849512209e-03
1.2580673920e+00, 1.6211629283e-02, -1.8359115101e-03
1.2584175360e+00, 1.7428799012e-02, -2.1266705145e-03
1.2587676800e+00, 1.8321724994e-02, -2.4048727480e-03
1.2591178240e+00, 1.7338948335e-02, -2.8489359722e-03
1.2594679680e+00, 1.6870162194e-02, -3.0200429026e-03
1.2598181120e+00, 1.7770343200e-02, -3.1554886039e-03
1.2601682560e+00, 1.8671640363e-02, -3.3211263630e-03
1.2605184000e+00, 1.8404320647e-02, -1.9766031512e-03
1.2608685440e+00, 1.8270102711e-02, -7.4375148782e-04
1.2612186880e+00, 1.8159045042e-02, -1.2338562050e-03
1.2615688320e+00, 1.6757430289e-02, -1.5838273598e-03
1.2619189760e+00, 1.6926249108e-02, -9.9594725382e-04
1.2622691200e+00, 1.7244633028e-02, -1.0239069969e-03
1.2626192640e+00, 1.8488590537e-02, -1.5572070057e-03
1.2629694080e+00, 1.8454547734e-02, -1.2869852976e-03
1.2633195520e+00, 1.8503658663e-02, -2.5772074516e-03
1.2636696960e+00, 1.8005573389e-02, -2.8172371019e-03
1.2640198400e+00, 1.7885028381e-02, -1.9633766859e-03
1.2643699840e+00, 1.6596145534e-02, -1.6683762834e-03
1.2647201280e+00, 1.7307137847e-02, -2.3958876809e-03
1.2650702720e+00, 1.7280629107e-02, -2.9077016597e-03
1.2654204160e+00, 1.8103795247e-02, -3.2188863446e-03
1.2657705600e+00, 1.7346203359e-02, -2.6070646622e-03
1.2661207040e+00, 1.7928558523e-02, -2.5122470906e-03
1.2664708480e+00, 1.7683840996e-02, -1.8567278457e-03
1.2668209920e+00, 1.8070868601e-02, -1.6036391538e-03
1.2671711360e+00, 1.7573062366e-02, -1.6313198575e-03
1.2675212800e+00, 1.7047073155e-02, -1.4560273368e-03
1.2678714240e+00, 1.7207799831e-02, -1.7188824060e-03
1.2682215680e+00, 1.6864581407e-02, -1.6509084200e-03
1.2685717120e+00, 1.6957501517e-02, -1.7618544662e-03
1.2689218560e+00, 1.6955269202e-02, -1.9672832368e-03
1.2692720000e+00, 1.6656976116e-02, -1.0750828139e-03
1.2696221440e+00, 1.7330577154e-02, -1.3027231170e-03
1.2699722880e+00, 1.7099532556e-02, -1.7961204985e-03
1.2703224320e+00, 1.8182763388e-02, -2.1117698131e-03
1.2706725760e+00, 1.8335397923e-02, -2.3660862782e-03
1.2710227200e+00, 1.7853775972e-02, -1.7657610171e-03
1.2713728640e+00, 1.7671842303e-02, -1.9415558086e-03
1.2717230080e+00, 1.7768948003e-02, -1.6342218667e-03
1.2720731520e+00, 1.8578720253e-02, -2.2668040769e-03
1.2724232960e+00, 1.7601245342e-02, -8.8232242984e-04
1.2727734400e+00, 1.8501147309e-02, -7.9565280722e-04
1.2731235840e+00, 1.8510634647e-02, -1.0421561704e-03
1.2734737280e+00, 1.8287682191e-02, 7.7014861048e-05
1.2738238720e+00, 1.7781225736e-02, -5.7705337916e-05
1.2741740160e+00, 1.8506170017e-02, -8.0419141138e-04
1.2745241600e+00, 1.7686910429e-02, -4.4975562695e-04
1.2748743040e+00, 1.8477987041e-02, -1.9120892531e-03
1.2752244480e+00, 1.8542166096e-02, -1.7101205704e-03
1.2755745920e+00, 1.8402367372e-02, -1.8077843434e-03
1.2759247360e+00, 1.8693405434e-02, -1.8102956976e-03
1.2762748800e+00, 1.8860550016e-02, -2.0386056951e-03
1.2766250240e+00, 2.0324669588e-02, -1.9349146720e-03
1.2769751680e+00, 1.9089641339e-02, -2.4720096160e-03
1.2773253120e+00, 1.8701218536e-02, -2.6630399562e-03
1.2776754560e+00, 1.8328980018e-02, -2.6889906159e-03
1.2780256000e+00, 1.9105267543e-02, -2.2738358685e-03
1.2783757440e+00, 1.8900452646e-02, -3.1165347104e-03
1.2787258880e+00, 1.8351024128e-02, -1.4671331030e-03
1.2790760320e+00, 1.8391205797e-02, -4.3820339779e-04
1.2794261760e+00, 1.8455384852e-02, 7.2494423552e-05
1.2797763200e+00, 1.8871990630e-02, 1.2473059018e-04
1.2801264640e+00, 1.8097935420e-02, -5.2699371948e-04
1.2804766080e+00, 1.6906716352e-02, -3.3451237473e-04
1.2808267520e+00, 1.7176268383e-02, -4.9596454358e-04
1.2811768960e+00, 1.7104276225e-02, -9.0034837195e-04
1.2815270400e+00, 1.7675190775e-02, -5.8966595785e-04
1.2818771840e+00, 1.7821965483e-02, -9.7334506634e-04
1.2822273280e+00, 1.7552134413e-02, -1.2393811842e-03
1.2825774720e+00, 1.8151231939e-02, -8.9917640668e-04
1.2829276160e+00, 1.8348791813e-02, -2.0802383664e-03
1.2832777600e+00, 1.6976476194e-02, -1.7894235541e-03
1.2836279040e+00, 1.7290674524e-02, -8.6262225161e-04
1.2839780480e+00, 1.7195801139e-02, -4.8469135377e-04
1.2843281920e+00, 7.5549546511e-01, -5.9798133053e-04
1.2846783360e+00, 3.2995409260e+00, -1.1089023834e-03
1.2850284800e+00, 3.2994943264e+00, 4.0315605523e-04
1.2853786240e+00, 3.2998685182e+00, 5.5272114770e-04
1.2857287680e+00, 3.2989429446e+00, 5.3631363382e-05
1.2860789120e+00, 3.2991435739e+00, 5.7604883749e-04
1.2864290560e+00, 3.2991472014e+00, 6.8253025407e-05
1.2867792000e+00, 3.2997382068e+00, 4.8921179127e-04
1.2871293440e+00, 3.2997460199e+00, 3.3596337936e-05
1.2874794880e+00, 3.2988634184e+00, 5.5980874723e-04
1.2878296320e+00, 3.2987780323e+00, 9.1184479324e-04
1.2881797760e+00, 3.2995646443e+00, 1.0734643857e-03
1.2885299200e+00, 3.2983963065e+00, 1.0556058672e-03
1.2888800640e+00, 3.2982266505e+00, 3.4333001824e-04
1.2892302080e+00, 3.2986457677e+00, 4.1666155985e-04
1.2895803520e+00, 3.2982841326e+00, 9.4945929784e-04
1.2899304960e+00, 3.2997169998e+00, 2.9745594883e-04
1.2902806400e+00, 3.2995601797e+00, 8.8494539974e-04
1.2906307840e+00, 3.2994371233e+00, 7.0764379572e-04
1.2909809280e+00, 3.2999307440e+00, 1.1632034412e-03
1.2913310720e+00, 3.3002951694e+00, 1.3364868785e-03
1.2916812160e+00, 3.2993827106e+00, 1.1327881519e-03
1.2920313600e+00, 3.3004536637e+00, 1.0910438649e-04
1.2923815040e+00, 3.3010873621e+00, 2.1028405538e-04
1.2927316480e+00, 3.2990043333e+00, -2.5297707618e-04
1.2930817920e+00, 3.2999675772e+00, -3.1771420576e-04
1.2934319360e+00, 3.2990037752e+00, -3.2195560390e-04
1.2937820800e+00, 3.2995599006e+00, 3.4891080527e-04
1.2941322240e+00, 3.2994686548e+00, 5.8313643703e-04
1.2944823680e+00, 3.2995174867e+00, 1.0009699621e-03
1.2948325120e+00, 3.2992752805e+00, 7.6936730030e-04
1.2951826560e+00, 3.3009470053e+00, 6.9408248323e-04
1.2955328000e+00, 3.3005753249e+00, 1.2743727189e-03
1.2958829440e+00, 3.3001475576e+00, 1.7186591745e-03
1.2962330880e+00, 3.2998740990e+00, 2.0986549636e-03
1.2965832320e+00, 3.2997130933e+00, 1.3610423415e-03
1.2969333760e+00, 3.2992786290e+00, 1.8994208665e-03
1.2972835200e+00, 3.3000088750e+00, 1.8389809429e-03
1.2976336640e+00, 3.3002173174e+00, 9.2568514508e-04
1.2979838080e+00, 3.3004826838e+00, -8.2093377248e-05
1.2983339520e+00, 3.3010176023e+00, 1.6502387255e-04
1.2986840960e+00, 3.2994061499e+00, 1.1997575962e-03
1.2990342400e+00, 3.2999393942e+00, 1.2262105268e-03
1.2993843840e+00, 3.2981183833e+00, 1.0993592375e-03
1.2997345280e+00, 3.2988988564e+00, 4.7163231212e-04
1.3000846720e+00, 3.3002837288e+00, -4.3228776354e-04
1.3004348160e+00, 3.2995942225e+00, -8.9409789048e-04
1.3007849600e+00, 3.3003819506e+00, 2.3651375444e-04
1.3011351040e+00, 3.3012321836e+00, 1.5429201909e-03
1.3014852480e+00, 3.3005443515e+00, 1.4932511863e-03
1.3018353920e+00, 3.3004405489e+00, 2.2920850421e-03
1.3021855360e+00, 3.3003219572e+00, 1.7338389153e-03
1.3025356800e+00, 3.3007198673e+00, 1.0820029899e-03
1.3028858240e+00, 3.3001832746e+00, 8.7729972151e-04
1.3032359680e+00, 3.3001952733e+00, 3.7022941174e-04
1.3035861120e+00, 3.2999050723e+00, -2.6771035395e-04
1.3039362560e+00, 3.2996466819e+00, 6.1444465228e-05
1.3042864000e+00, 3.2998520549e+00, -3.9757526820e-04
1.3046365440e+00, 3.2996176618e+00, 2.2992842574e-04
1.3049866880e+00, 3.3010480176e+00, 1.6636326144e-03
1.3053368320e+00, 3.3003777650e+00, 1.2949658230e-03
1.3056869760e+00, 3.2996243587e+00, 1.0530387052e-03
1.3060371200e+00, 3.3000515680e+00, 8.8193177475e-04
1.3063872640e+00, 3.3006319699e+00, 1.1246960107e-03
1.3067374080e+00, 3.3010360189e+00, 8.9236784650e-04
1.3070875520e+00, 3.2996383107e+00, 1.3972058415e-03
1.3074376960e+00, 3.2993888495e+00, 1.6907552394e-03
1.3077878400e+00, 3.3001294200e+00, 2.0149989660e-03
1.3081379840e+00, 3.3002279209e+00, 1.9401048040e-03
1.3084881280e+00, 3.3002240143e+00, 8.0904669610e-04
1.3088382720e+00, 3.3006079725e+00, 1.1455681542e-03
1.3091884160e+00, 3.2995607378e+00, 1.7979063504e-03
1.3095385600e+00, 3.2997382068e+00, 1.9046668063e-03
1.3098887040e+00, 3.3000783558e+00, 1.3709761424e-03
1.3102388480e+00, 3.2993774089e+00, 1.2029944527e-03
1.3105889920e+00, 3.2996938395e+00, 1.3824725637e-03
1.3109391360e+00, 3.2985394537e+00, -2.2803095815e-04
1.3112892800e+00, 3.2998526129e+00, 1.3868255776e-04
1.3116394240e+00, 3.2986976690e+00, 1.1182222977e-03
1.3119895680e+00, 3.3001601143e+00, 1.2420599620e-03
1.3123397120e+00, 3.2998261042e+00, 1.1296071032e-03
1.3126898560e+00, 3.2994329377e+00, -7.1266650405e-05
1.3130400000e+00, 3.3000808671e+00, 6.0847321015e-04
1.3133901440e+00, 3.2996173828e+00, 5.1343240699e-06
1.3137402880e+00, 3.3002614056e+00, -4.6627475657e-04
1.3140904320e+00, 3.2997231387e+00, 7.5614083503e-04
1.3144405760e+00, 3.2996706793e+00, 5.5115852733e-04
1.3147907200e+00, 3.2996201731e+00, 8.6915177244e-04
1.3151408640e+00, 3.2997549492e+00, 9.8986419595e-04
1.3154910080e+00, 3.2997569024e+00, 8.9928802242e-04
1.3158411520e+00, 3.3009737931e+00, 8.8494539974e-04
1.3161912960e+00, 3.3008970573e+00, 1.5471615890e-03
1.3165414400e+00, 3.3005412821e+00, 1.0182145941e-03
1.3168915840e+00, 3.3008286927e+00, 1.4478235798e-03
1.3172417280e+00, 3.3001291410e+00, 1.2021573347e-03
1.3175918720e+00, 3.3004433393e+00, 4.6621894870e-04
1.3179420160e+00, 3.2995958967e+00, 4.3228776354e-04
1.3182921600e+00, 3.3002226191e+00, 1.7216727995e-04
1.3186423040e+00, 3.2999349296e+00, 8.4420565441e-04
1.3189924480e+00, 3.2995389727e+00, 9.4203685109e-05
1.3193425920e+00, 3.2999550204e+00, 7.0596955961e-04
1.3196927360e+00, 3.3003289331e+00, 2.7362598820e-04
1.3200428800e+00, 3.3010242993e+00, -2.2367794426e-04
1.3203930240e+00, 3.3003205620e+00, 5.4691712918e-06
1.3207431680e+00, 3.2994560980e+00, -2.4002965027e-04
1.3210933120e+00, 3.2995961758e+00, -2.8355978912e-04
1.3214434560e+00, 3.2999622754e+00, 8.2830041136e-04
1.3217936000e+00, 3.3002083881e+00, 1.4419079456e-03
1.3221437440e+00, 3.3007452599e+00, 1.4601571192e-03
1.3224938880e+00, 3.3001355589e+00, 1.0614656936e-03
1.3228440320e+00, 3.2998475902e+00, -3.5767264091e-04
1.3231941760e+00, 3.2999435798e+00, 8.7841587892e-04
1.3235443200e+00, 3.2996402640e+00, 7.3136214061e-04
1.3238944640e+00, 3.2994728404e+00, -4.4769073575e-04
1.3242446080e+00, 3.2999003287e+00, -4.1448505290e-04
1.3245947520e+00, 3.2987361764e+00, 4.6766995332e-05
1.3249448960e+00, 3.2988985773e+00, -8.5330233727e-04
1.3252950400e+00, 3.2987551511e+00, -2.7156109700e-04
1.3256451840e+00, 3.2994572142e+00, 5.5177241390e-04
1.3259953280e+00, 3.3004497572e+00, 4.7933379822e-04
1.3263454720e+00, 3.3002055977e+00, 2.6358057154e-04
1.3266956160e+00, 3.2997281614e+00, -1.0390309297e-03
1.3270457600e+00, 3.2986429773e+00, -5.1505083523e-04
1.3273959040e+00, 3.2979199863e+00, -9.2283894369e-04
1.3277460480e+00, 3.2984549047e+00, 2.2323148130e-07
1.3280961920e+00, 3.2985076432e+00, 3.2223464326e-04
1.3284463360e+00, 3.2994862342e+00, 5.1103266857e-04
1.3287964800e+00, 3.2994348910e+00, -1.0073878672e-03
1.3291466240e+00, 3.2997220225e+00, -1.2581326286e-03
1.3294967680e+00, 3.2992554687e+00, -5.6192944630e-04
1.3298469120e+00, 3.2989998686e+00, 1.0023093510e-03
1.3301970560e+00, 3.2983301741e+00, 9.4839894830e-04
1.3305472000e+00, 3.2987506865e+00, 1.9984798363e-04
1.3308973440e+00, 3.2988363516e+00, 2.6291087710e-04
1.3312474880e+00, 3.2991700826e+00, -3.8267456682e-04
1.3315976320e+00, 3.2980313230e+00, -8.9236784650e-05
1.3319477760e+00, 3.2975703499e+00, 9.3924645757e-05
1.3322979200e+00, 3.2980433217e+00, 9.9321266817e-04
1.3326480640e+00, 3.2983823545e+00, 5.1996192782e-04
1.3329982080e+00, 3.2987646384e+00, -6.3464710134e-04
1.3333483520e+00, 3.2989228538e+00, -1.4147295127e-03
1.3336984960e+00, 3.2984836458e+00, -1.1148738255e-03
1.3340486400e+00, 3.2993048587e+00, -1.2144350661e-03
1.3343987840e+00, 3.2990673962e+00, -7.1428493229e-04
1.3347489280e+00, 3.2986231655e+00, -3.5170119879e-04
1.3350990720e+00, 3.2997454618e+00, -5.3631363382e-05
1.3354492160e+00, 3.2996851893e+00, 9.2808488350e-05
1.3357993600e+00, 3.3001015161e+00, -4.3362715243e-05
1.3361495040e+00, 3.2998101990e+00, -3.8083290710e-04
1.3364996480e+00, 3.3001151890e+00, -6.2683399949e-04
1.3368497920e+00, 3.2987040869e+00, -8.3114661275e-04
1.3371999360e+00, 3.2991006018e+00, -4.1320147189e-04
1.3375500800e+00, 3.2992398425e+00, -8.1116739517e-04
1.3379002240e+00, 3.2990872080e+00, -1.6000674501e-03
1.3382503680e+00, 3.2991282267e+00, -8.4933997848e-04
1.3386005120e+00, 3.2982361379e+00, -3.7837736080e-04
1.3389506560e+00, 3.2994396347e+00, -6.6762955270e-04
1.3393008000e+00, 3.2995638072e+00, -7.1439654803e-04
1.3396509440e+00, 3.2992219840e+00, 1.1173851796e-03
1.3400010880e+00, 3.2994321006e+00, 1.3392772721e-03
1.3403512320e+00, 3.2984931331e+00, 1.0097876057e-03
1.3407013760e+00, 3.2994639111e+00, 1.4674121423e-03
1.3410515200e+00, 3.2994733984e+00, 9.4460401312e-04
1.3414016640e+00, 3.2994851181e+00, 7.0931803183e-04
1.3417518080e+00, 3.3001567659e+00, 7.4185402023e-04
1.3421019520e+00, 3.2996899330e+00, 1.1418290268e-04
1.3424520960e+00, 3.2986761830e+00, 1.2339120129e-04
1.3428022400e+00, 3.2991505499e+00, 1.5023478691e-04
1.3431523840e+00, 3.2987445476e+00, -8.0692599703e-04
1.3435025280e+00, 3.2990972534e+00, -3.8267456682e-04
1.3438526720e+00, 3.2985732174e+00, 6.0691058978e-04
1.3442028160e+00, 3.2988020297e+00, 1.0333385269e-03
1.3445529600e+00, 3.2993665264e+00, 7.9258337436e-04
1.3449031040e+00, 3.2991460853e+00, 4.1867064318e-04
1.3452532480e+00, 3.2995462277e+00, 8.2740748544e-04
1.3456033920e+00, 3.2989287136e+00, 2.6726389099e-04
1.3459535360e+00, 3.2996430544e+00, 1.6217767116e-04
1.3463036800e+00, 3.2996558902e+00, 7.6350747392e-04
1.3466538240e+00, 3.3008540852e+00, 7.0652763831e-04
1.3470039680e+00, 3.3006054612e+00, 6.9743095545e-04
1.3473541120e+00, 3.3017768684e+00, -1.2171696518e-04
1.3477042560e+00, 3.3010636438e+00, -1.4482142349e-04
1.3480544000e+00, 3.3012659473e+00, -3.1023595114e-04
1.3484045440e+00, 3.2999410684e+00, 8.9125168909e-04
1.3487546880e+00, 3.3003068890e+00, 7.6746983271e-04
1.3491048320e+00, 3.3009818853e+00, 6.1522596246e-04
1.3494549760e+00, 3.3009757464e+00, -2.8355978912e-04
1.3498051200e+00, 3.3023221114e+00, 4.9579711997e-04
1.3501552640e+00, 3.3020257715e+00, -4.7230200656e-04
1.3505054080e+00, 3.3007167979e+00, -4.3652916168e-04
1.3508555520e+00, 3.3001299781e+00, 1.6474483320e-04
1.3512056960e+00, 3.2998975383e+00, -5.6734280972e-04
1.3515558400e+00, 3.2983558458e+00, -1.4132227002e-03
1.3519059840e+00, 3.2985422441e+00, -1.5693173135e-03
1.3522561280e+00, 3.2998623793e+00, -7.1076903646e-04
1.3526062720e+00, 3.3003024244e+00, -4.1247596957e-04
1.3529564160e+00, 3.2997114190e+00, -4.8636558988e-04
1.3533065600e+00, 3.2999326972e+00, 3.7887963164e-04
1.3536567040e+00, 3.3003381414e+00, -4.8167772878e-04
1.3540068480e+00, 3.3008585499e+00, -8.2143604331e-04
1.3543569920e+00, 3.3006043450e+00, -1.0537642075e-03
1.3547071360e+00, 3.3006821970e+00, -1.4676911817e-03
1.3550572800e+00, 3.3008510158e+00, -7.2901821006e-04
