% Moku:Go Oscilloscope
% Channel A (Input 1), DC coupling, 1 MOhm impedance, 1 x probe attenuation
% Channel B (Input 2), DC coupling, 1 MOhm impedance, 10,000 x probe attenuation
% Time span 5.000 s, time offset 0.000 s, Precision acquisition mode, no averaging
% Edge trigger: Channel A, level 0.000 V, Auto mode, Rising edge, Auto sensitivity, noise reject off, HF reject off
% Output 1 (off) - Sine, 10.000 000 000 000 MHz, 1.000 0 Vpp, offset 0.000 0 V, phase 0.000 000 deg
% Output 2 (off) - Ramp, 50.000 000 000 kHz, 500.0 mVpp, offset 0.000 0 V, phase 0.000 000 deg, symmetry 90.00 %
% Acquired 2025-01-29 T 09:37:09 -0500
% Time (s), Channel A (V), Channel B (V)
-2.2181622400e+00, 3.2983098043e+00, -2.6084598590e-04
-2.2178120960e+00, 3.2980564365e+00, -1.2278847629e-03
-2.2174619520e+00, 3.2986962738e+00, -1.3874952720e-03
-2.2171118080e+00, 3.2983923999e+00, -1.6266878042e-03
-2.2167616640e+00, 3.2982233021e+00, -1.3208606749e-03
-2.2164115200e+00, 3.2969196301e+00, -1.0934436033e-03
-2.2160613760e+00, 3.2971743931e+00, -8.9755797844e-04
-2.2157112320e+00, 1.3126868587e+00, -1.1530464088e-03
-2.2153610880e+00, 1.4930001459e-02, -2.7407803195e-03
-2.2150109440e+00, 1.4876704940e-02, -3.9306599227e-03
-2.2146608000e+00, 1.4674680436e-02, -3.5543474531e-03
-2.2143106560e+00, 1.4469865539e-02, -2.0364291882e-03
-2.2139605120e+00, 1.4547438484e-02, -1.5676988853e-03
-2.2136103680e+00, 1.4842941176e-02, -2.2939267018e-03
-2.2132602240e+00, 1.5336282781e-02, -3.0740649211e-03
-2.2129100800e+00, 1.4203661981e-02, -2.9421351157e-03
-2.2125599360e+00, 1.3812448785e-02, -2.9194213124e-03
-2.2122097920e+00, 1.4726860798e-02, -2.9197003518e-03
-2.2118596480e+00, 1.3924343572e-02, -4.0926143624e-03
-2.2115095040e+00, 1.3538711163e-02, -4.3589853275e-03
-2.2111593600e+00, 1.4361598264e-02, -4.0419408162e-03
-2.2108092160e+00, 1.3989917824e-02, -2.7584714144e-03
-2.2104590720e+00, 1.3182656928e-02, -3.2506968307e-03
-2.2101089280e+00, 1.2733403543e-02, -3.1083309535e-03
-2.2097587840e+00, 1.3254370046e-02, -3.2367448631e-03
-2.2094086400e+00, 1.3381332959e-02, -3.5318568814e-03
-2.2090584960e+00, 1.3656465777e-02, -3.5516686754e-03
-2.2087083520e+00, 1.3811053588e-02, -2.7662287084e-03
-2.2083582080e+00, 1.3082481794e-02, -2.9284621874e-03
-2.2080080640e+00, 1.3610145242e-02, -2.3222771000e-03
-2.2076579200e+00, 1.2804837622e-02, -2.2080941973e-03
-2.2073077760e+00, 1.3603169258e-02, -1.8018129013e-03
-2.2069576320e+00, 1.3668743509e-02, -9.2830811499e-04
-2.2066074880e+00, 1.3331663951e-02, -2.8261105533e-03
-2.2062573440e+00, 1.3940248816e-02, -3.3171640042e-03
-2.2059072000e+00, 1.3296504991e-02, -4.4063662094e-03
-2.2055570560e+00, 1.3321339495e-02, -4.2428491493e-03
-2.2052069120e+00, 1.4829826326e-02, -3.1076054512e-03
-2.2048567680e+00, 1.4018379839e-02, -3.0482816850e-03
-2.2045066240e+00, 1.4737185255e-02, -3.9110713602e-03
-2.2041564800e+00, 1.3600657903e-02, -3.7687054830e-03
-2.2038063360e+00, 1.3866303383e-02, -2.4972347734e-03
-2.2034561920e+00, 1.3809379352e-02, -2.9806425462e-03
-2.2031060480e+00, 1.3806309919e-02, -3.7918099414e-03
-2.2027559040e+00, 1.4052701682e-02, -3.8769727515e-03
-2.2024057600e+00, 1.3906764092e-02, -3.7671986705e-03
-2.2020556160e+00, 1.4489119256e-02, -2.8985491689e-03
-2.2017054720e+00, 1.4385874689e-02, -2.6614773358e-03
-2.2013553280e+00, 1.4525673413e-02, -2.3928182481e-03
-2.2010051840e+00, 1.5138443868e-02, -2.5003600142e-03
-2.2006550400e+00, 1.4156225288e-02, -2.2738916764e-03
-2.2003048960e+00, 1.4572552027e-02, -2.1467055399e-03
-2.1999547520e+00, 1.5251175773e-02, -2.2562005815e-03
-2.1996046080e+00, 1.5615322150e-02, -2.6468556738e-03
-2.1992544640e+00, 1.6173679928e-02, -1.9156051489e-03
-2.1989043200e+00, 1.5185043443e-02, -1.5443711955e-03
-2.1985541760e+00, 1.4502234106e-02, -1.3405608531e-03
-2.1982040320e+00, 1.5105517222e-02, -1.2249827536e-03
-2.1978538880e+00, 1.4371085602e-02, -1.3719806841e-03
-2.1975037440e+00, 1.4609385224e-02, -1.0261393117e-03
-2.1971536000e+00, 1.5125608057e-02, -8.5910635578e-04
-2.1968034560e+00, 1.5350792828e-02, -8.2969560812e-04
-2.1964533120e+00, 1.5677268890e-02, -1.7641425888e-03
-2.1961031680e+00, 1.5502869284e-02, -2.6796707015e-03
-2.1957530240e+00, 1.4625848547e-02, -1.9945732854e-03
-2.1954028800e+00, 1.4334531445e-02, -3.2663788423e-03
-2.1950527360e+00, 1.4994180514e-02, -3.5755544439e-03
-2.1947025920e+00, 1.5162720293e-02, -2.7652799746e-03
-2.1943524480e+00, 1.4595154216e-02, -2.9658534606e-03
-2.1940023040e+00, 1.4632545491e-02, -2.9729968680e-03
-2.1936521600e+00, 1.4638963397e-02, -2.8629995555e-03
-2.1933020160e+00, 1.4308022705e-02, -2.3164730814e-03
-2.1929518720e+00, 1.3664557919e-02, -1.9445136257e-03
-2.1926017280e+00, 1.3997451887e-02, -2.1232104265e-03
-2.1922515840e+00, 1.3662604643e-02, -2.1339813455e-03
-2.1919014400e+00, 1.4236588626e-02, -3.6469885179e-03
-2.1915512960e+00, 1.3972896422e-02, -2.6596356761e-03
-2.1912011520e+00, 1.4667983491e-02, -2.1699774218e-03
-2.1908510080e+00, 1.4712350751e-02, -1.5709357418e-03
-2.1905008640e+00, 1.4397315303e-02, -1.8254196305e-03
-2.1901507200e+00, 1.4604920594e-02, -3.3418310829e-03
-2.1898005760e+00, 1.4928327223e-02, -2.2760123755e-03
-2.1894504320e+00, 1.4047120894e-02, -1.4343180752e-03
-2.1891002880e+00, 1.4226543209e-02, -1.9843604451e-03
-2.1887501440e+00, 1.3784265808e-02, -2.6119757548e-03
-2.1884000000e+00, 1.4267561996e-02, -1.3387191934e-03
-2.1880498560e+00, 1.4158457603e-02, -9.8551118207e-04
-2.1876997120e+00, 1.3753292438e-02, -2.1892869450e-03
-2.1873495680e+00, 1.4474330169e-02, -1.1625337467e-03
-2.1869994240e+00, 1.4195848878e-02, -7.7762686511e-04
-2.1866492800e+00, 1.4549670799e-02, -1.3122662628e-03
-2.1862991360e+00, 1.3806030879e-02, -1.5328189663e-03
-2.1859489920e+00, 1.5232759175e-02, -9.5180322839e-04
-2.1855988480e+00, 1.4391455476e-02, -2.1425757575e-03
-2.1852487040e+00, 1.4296582091e-02, -3.4779464787e-03
-2.1848985600e+00, 1.4275096059e-02, -2.7940768357e-03
-2.1845484160e+00, 1.3579729951e-02, -1.9442345864e-03
-2.1841982720e+00, 1.4116043619e-02, -2.0738762691e-03
-2.1838481280e+00, 1.4711513633e-02, -1.8349069684e-03
-2.1834979840e+00, 1.4624732389e-02, -2.7292838982e-03
-2.1831478400e+00, 1.4394245870e-02, -1.4887307488e-03
-2.1827976960e+00, 1.3789288517e-02, -2.1152857089e-03
-2.1824475520e+00, 1.3345057841e-02, -1.6348915612e-03
-2.1820974080e+00, 1.4019495997e-02, -1.3051228554e-03
-2.1817472640e+00, 1.4296024012e-02, -1.7612405796e-03
-2.1813971200e+00, 1.3379379683e-02, -2.0359827252e-03
-2.1810469760e+00, 1.3861559714e-02, -3.3153223445e-03
-2.1806968320e+00, 1.3652001147e-02, -3.1266359350e-03
-2.1803466880e+00, 1.4274258941e-02, -2.1639501719e-03
-2.1799965440e+00, 1.4732441586e-02, -1.3249904573e-03
-2.1796464000e+00, 1.4987483569e-02, -8.5771115902e-04
-2.1792962560e+00, 1.5000040341e-02, -1.0535967839e-03
-2.1789461120e+00, 1.5399066639e-02, -1.1099069250e-03
-2.1785959680e+00, 1.6727014998e-02, -2.5800536530e-03
-2.1782458240e+00, 1.5910824843e-02, -3.7676451335e-03
-2.1778956800e+00, 1.4885355160e-02, -4.1728660799e-03
-2.1775455360e+00, 1.4703979570e-02, -1.8486915124e-03
-2.1771953920e+00, 1.4971299286e-02, -8.5564626782e-04
-2.1768452480e+00, 1.4768437664e-02, -1.4755600914e-03
-2.1764951040e+00, 1.5779955378e-02, -1.5858364432e-03
-2.1761449600e+00, 1.5074264813e-02, -2.3082693245e-03
-2.1757948160e+00, 1.5079566561e-02, -1.2249269458e-03
-2.1754446720e+00, 1.4835407113e-02, -1.5243361701e-03
-2.1750945280e+00, 1.4630871255e-02, -1.8724098573e-03
-2.1747443840e+00, 1.3961176769e-02, -2.5833463173e-03
-2.1743942400e+00, 1.3994940532e-02, -2.0499905006e-03
-2.1740440960e+00, 1.4092325272e-02, -5.3904821947e-04
-2.1736939520e+00, 1.4104323965e-02, -1.4765088252e-03
-2.1733438080e+00, 1.3932714753e-02, -3.2801633862e-03
-2.1729936640e+00, 1.3307387526e-02, -4.2126570915e-03
-2.1726435200e+00, 1.4155667209e-02, -2.5142003660e-03
-2.1722933760e+00, 1.3604843494e-02, -1.3333616378e-03
-2.1719432320e+00, 1.4054375918e-02, -1.8071146490e-03
-2.1715930880e+00, 1.3451371841e-02, -2.3628494217e-03
-2.1712429440e+00, 1.3923785493e-02, -2.4088909147e-03
-2.1708928000e+00, 1.4349041492e-02, -1.6973405681e-03
-2.1705426560e+00, 1.4522324940e-02, -3.2423814580e-03
-2.1701925120e+00, 1.5027944278e-02, -2.4212244541e-03
-2.1698423680e+00, 1.4846289648e-02, -1.9771054220e-03
-2.1694922240e+00, 1.4047958012e-02, -2.6398238821e-03
-2.1691420800e+00, 1.4663518861e-02, -3.6479930595e-03
-2.1687919360e+00, 1.5877898197e-02, -3.9045418394e-03
-2.1684417920e+00, 1.6454114495e-02, -2.6329595141e-03
-2.1680916480e+00, 1.5666107316e-02, -2.5479641276e-03
-2.1677415040e+00, 1.5643784166e-02, -1.8043242555e-03
-2.1673913600e+00, 1.6303712275e-02, -1.7269187393e-03
-2.1670412160e+00, 1.5936496465e-02, -7.2890659431e-04
-2.1666910720e+00, 1.6057320511e-02, -1.4953160775e-03
-2.1663409280e+00, 1.5611136560e-02, -2.4972347734e-03
-2.1659907840e+00, 1.5370046545e-02, -2.4720096160e-03
-2.1656406400e+00, 1.4545206169e-02, -2.2929779680e-03
-2.1652904960e+00, 1.5645737442e-02, -1.8067798018e-03
-2.1649403520e+00, 1.5753446638e-02, -1.5795301538e-03
-2.1645902080e+00, 1.3967594674e-02, -1.8274287138e-03
-2.1642400640e+00, 1.5249222498e-02, -2.1187457969e-03
-2.1638899200e+00, 1.4342902626e-02, -1.4816431493e-03
-2.1635397760e+00, 1.4920514121e-02, -1.2721404041e-03
-2.1631896320e+00, 1.4811688767e-02, -2.7464727223e-03
-2.1628394880e+00, 1.4420754610e-02, -1.6244554894e-03
-2.1624893440e+00, 1.4604083476e-02, -1.8985837485e-03
-2.1621392000e+00, 1.4540183460e-02, -1.6133497232e-03
-2.1617890560e+00, 1.5666665394e-02, -1.3922947489e-03
-2.1614389120e+00, 1.4996691868e-02, -1.5091564293e-03
-2.1610887680e+00, 1.4750300105e-02, -2.7300094006e-03
-2.1607386240e+00, 1.5171091474e-02, -1.9197907392e-03
-2.1603884800e+00, 1.4876983979e-02, -3.2937805066e-04
-2.1600383360e+00, 1.4603525397e-02, -8.4403823080e-04
-2.1596881920e+00, 1.4498048515e-02, -1.6803749755e-03
-2.1593380480e+00, 1.4635335885e-02, -1.6830537533e-03
-2.1589879040e+00, 1.4373596957e-02, -2.9462090902e-03
-2.1586377600e+00, 1.5114167443e-02, -3.1212225715e-03
-2.1582876160e+00, 1.4774018452e-02, -2.5259200188e-03
-2.1579374720e+00, 1.5070358262e-02, -1.9204046258e-03
-2.1575873280e+00, 1.5080403679e-02, -2.1717632737e-03
-2.1572371840e+00, 1.4264492563e-02, -2.1427431811e-03
-2.1568870400e+00, 1.5343258765e-02, -1.7264722764e-03
-2.1565368960e+00, 1.5051104545e-02, -2.5392022919e-03
-2.1561867520e+00, 1.4319463319e-02, -2.3346106393e-03
-2.1558366080e+00, 1.4717931538e-02, -2.9986684883e-03
-2.1554864640e+00, 1.5103563947e-02, -1.9288874220e-03
-2.1551363200e+00, 1.5071474419e-02, -2.8128840880e-03
-2.1547861760e+00, 1.4145342752e-02, -1.9975869104e-03
-2.1544360320e+00, 1.4384200453e-02, -1.5314795775e-03
-2.1540858880e+00, 1.5196484057e-02, -1.6901971607e-03
-2.1537357440e+00, 1.5374232135e-02, -2.4055982504e-03
-2.1533856000e+00, 1.3492111589e-02, -2.2825418963e-04
-2.1530354560e+00, 1.3264694503e-02, -9.5096611034e-04
-2.1526853120e+00, 1.4457866846e-02, -6.8866911981e-05
-2.1523351680e+00, 1.4798852956e-02, -5.3469520558e-04
-2.1519850240e+00, 1.5178904577e-02, -3.8060967562e-04
-2.1516348800e+00, 1.5192298466e-02, -5.3363485605e-04
-2.1512847360e+00, 1.4802480467e-02, -3.3618661084e-04
-2.1509345920e+00, 1.4400663775e-02, -1.5183089201e-03
-2.1505844480e+00, 1.5105517222e-02, -1.0082807932e-03
-2.1502343040e+00, 1.4260027933e-02, -4.5204374963e-04
-2.1498841600e+00, 1.3914019115e-02, -1.5372835960e-03
-2.1495340160e+00, 1.4532928436e-02, -2.0704719891e-05
-2.1491838720e+00, 1.4733278704e-02, -1.9086291651e-05
-2.1488337280e+00, 1.5080403679e-02, -8.3047691831e-04
-2.1484835840e+00, 1.4890656908e-02, -2.8160651366e-04
-2.1481334400e+00, 1.4476004405e-02, -1.2966400591e-03
-2.1477832960e+00, 1.3586147856e-02, -1.7967901930e-03
-2.1474331520e+00, 1.3944992485e-02, -1.8024267879e-03
-2.1470830080e+00, 1.4811688767e-02, -3.1043685947e-03
-2.1467328640e+00, 1.3653675384e-02, -1.3131033809e-03
-2.1463827200e+00, 1.3500482770e-02, -1.6315430890e-03
-2.1460325760e+00, 1.3756919950e-02, -6.2242517773e-04
-2.1456824320e+00, 1.4558321019e-02, -5.0087563617e-04
-2.1453322880e+00, 1.5004784010e-02, -1.0716227260e-03
-2.1449821440e+00, 1.3479833856e-02, -1.3484297628e-03
-2.1446320000e+00, 1.4191105209e-02, -1.5479987071e-03
-2.1442818560e+00, 1.4232961114e-02, -6.0467827497e-04
-2.1439317120e+00, 1.4667704452e-02, -6.4636675410e-04
-2.1435815680e+00, 1.5688151426e-02, -1.8842411258e-03
-2.1432314240e+00, 1.5456827789e-02, -2.4356786925e-03
-2.1428812800e+00, 1.5526866670e-02, -2.4528117087e-03
-2.1425311360e+00, 1.4790202735e-02, -3.3758738838e-03
-2.1421809920e+00, 1.5557281962e-02, -3.3229122149e-03
-2.1418308480e+00, 1.6238138023e-02, -3.2648162219e-03
-2.1414807040e+00, 1.6843374415e-02, -2.3472232180e-03
-2.1411305600e+00, 1.5902732701e-02, -1.5078170404e-03
-2.1407804160e+00, 1.4864985286e-02, -2.0656167043e-03
-2.1404302720e+00, 1.5798092937e-02, -2.3693789425e-03
-2.1400801280e+00, 1.6258507897e-02, -2.3090506347e-03
-2.1397299840e+00, 1.6365938054e-02, -1.4071396424e-03
-2.1393798400e+00, 1.5980584685e-02, -1.9978101419e-03
-2.1390296960e+00, 1.6053134921e-02, -1.2913941193e-03
-2.1386795520e+00, 1.6933225092e-02, -1.4642869016e-03
-2.1383294080e+00, 1.6188748054e-02, -5.1538568245e-04
-2.1379792640e+00, 1.6653906683e-02, -1.4170176354e-03
-2.1376291200e+00, 1.5861992953e-02, -2.0008237669e-03
-2.1372789760e+00, 1.5170254356e-02, -1.3618794595e-03
-2.1369288320e+00, 1.5705451867e-02, -1.0045416658e-04
-2.1365786880e+00, 1.6204374259e-02, -2.0003214961e-03
-2.1362285440e+00, 1.5239735159e-02, -1.9753195702e-03
-2.1358784000e+00, 1.4260586012e-02, -2.5463456993e-03
-2.1355282560e+00, 1.5188391915e-02, -2.0890002020e-03
-2.1351781120e+00, 1.4466238027e-02, -1.3554615545e-03
-2.1348279680e+00, 1.5070079223e-02, -3.2150914094e-04
-2.1344778240e+00, 1.6584146841e-02, -2.3980641879e-04
-2.1341276800e+00, 1.5968865031e-02, -5.2905861068e-04
-2.1337775360e+00, 1.5423343064e-02, -2.4683821045e-04
-2.1334273920e+00, 1.5642388969e-02, -9.3249370526e-04
-2.1330772480e+00, 1.5800325252e-02, -1.8436688041e-03
-2.1327271040e+00, 1.6470019739e-02, -1.8543839152e-03
-2.1323769600e+00, 1.5593278040e-02, -1.5621739061e-03
-2.1320268160e+00, 1.6451045062e-02, -1.7821127231e-03
-2.1316766720e+00, 1.4841266940e-02, -8.7378382568e-04
-2.1313265280e+00, 1.4573110106e-02, -9.5956052237e-04
-2.1309763840e+00, 1.4358528831e-02, -1.5011200960e-03
-2.1306262400e+00, 1.5120864388e-02, -1.5816508529e-03
-2.1302760960e+00, 1.4171572453e-02, -1.4942557280e-03
-2.1299259520e+00, 1.4539904421e-02, -8.7551386966e-04
-2.1295758080e+00, 1.4608269066e-02, -2.3086599796e-03
-2.1292256640e+00, 1.5228015506e-02, -2.8180184121e-03
-2.1288755200e+00, 1.5065893632e-02, -2.8963168541e-03
-2.1285253760e+00, 1.5138443868e-02, -9.3533990665e-04
-2.1281752320e+00, 1.5375348293e-02, -1.5937611607e-03
-2.1278250880e+00, 1.5512635662e-02, -8.9699989973e-04
-2.1274749440e+00, 1.5904127898e-02, -2.1335906904e-03
-2.1271248000e+00, 1.5067567868e-02, -1.4978832395e-03
-2.1267746560e+00, 1.5199274451e-02, -1.7108460727e-03
-2.1264245120e+00, 1.5706847064e-02, -2.4527559008e-04
-2.1260743680e+00, 1.5060591884e-02, 3.3657726593e-04
-2.1257242240e+00, 1.4225985130e-02, -9.1870916129e-04
-2.1253740800e+00, 1.3823331320e-02, -2.5128051693e-03
-2.1250239360e+00, 1.3818866690e-02, -2.7528348195e-03
-2.1246737920e+00, 1.4291001303e-02, -2.6445675511e-03
-2.1243236480e+00, 1.4181896910e-02, -1.4151759757e-03
-2.1239735040e+00, 1.4232961114e-02, -1.8768186790e-03
-2.1236233600e+00, 1.5132025963e-02, -2.9488878680e-03
-2.1232732160e+00, 1.5322051773e-02, -2.3766339657e-03
-2.1229230720e+00, 1.4256679461e-02, -3.3556714348e-03
-2.1225729280e+00, 1.3841747919e-02, -1.7412613620e-03
-2.1222227840e+00, 1.3793474108e-02, -1.5130071724e-03
-2.1218726400e+00, 1.3530339982e-02, -1.7955066120e-03
-2.1215224960e+00, 1.3256602361e-02, -2.2102148964e-03
-2.1211723520e+00, 1.4634777806e-02, -1.7795455611e-03
-2.1208222080e+00, 1.5186159600e-02, -2.2692596232e-03
-2.1204720640e+00, 1.5885432260e-02, -2.4952814980e-03
-2.1201219200e+00, 1.4450611823e-02, -1.9240879452e-03
-2.1197717760e+00, 1.4841545979e-02, -1.5548630751e-03
-2.1194216320e+00, 1.5024316766e-02, -2.5094008892e-03
-2.1190714880e+00, 1.4656263838e-02, -1.4887307488e-03
-2.1187213440e+00, 1.4179106516e-02, -2.1503330515e-03
-2.1183712000e+00, 1.3569684533e-02, -2.4423756369e-03
-2.1180210560e+00, 1.4025634863e-02, -1.8105189291e-03
-2.1176709120e+00, 1.4684725853e-02, -1.2416693069e-03
-2.1173207680e+00, 1.5439248308e-02, -1.4567528391e-03
-2.1169706240e+00, 1.5137606750e-02, -2.9107710925e-03
-2.1166204800e+00, 1.4811130688e-02, -1.3764453137e-03
-2.1162703360e+00, 1.5157418545e-02, -1.0609076149e-03
-2.1159201920e+00, 2.6429213872e-02, -8.4269884191e-04
-2.1155700480e+00, 3.2973546525e+00, -3.4963630759e-04
-2.1152199040e+00, 3.2968847502e+00, -1.4030098600e-04
-2.1148697600e+00, 3.2969397210e+00, 3.0694328679e-06
-2.1145196160e+00, 3.2983541715e+00, 1.8451198087e-03
-2.1141694720e+00, 3.2981248012e+00, 8.9722313121e-04
-2.1138193280e+00, 3.2969369306e+00, 7.8594223779e-04
-2.1134691840e+00, 3.2969059572e+00, 1.1705142722e-03
-2.1131190400e+00, 3.2970429655e+00, 7.0859252952e-04
-2.1127688960e+00, 3.2971576507e+00, 5.7565818240e-04
-2.1124187520e+00, 3.2956296311e+00, 1.7109576884e-03
-2.1120686080e+00, 3.2957041346e+00, 1.5761816816e-03
-2.1117184640e+00, 3.2970485463e+00, 1.9906667345e-03
-2.1113683200e+00, 3.2965253475e+00, 1.7784852115e-03
-2.1110181760e+00, 3.2965261846e+00, 1.1332346148e-03
-2.1106680320e+00, 3.2962839784e+00, 7.9029525167e-04
-2.1103178880e+00, 3.2961553413e+00, 8.9030295529e-04
-2.1099677440e+00, 3.2976861513e+00, 1.6634093829e-03
-2.1096176000e+00, 3.2969224205e+00, 1.6308733945e-03
-2.1092674560e+00, 3.2967884816e+00, 2.0430145169e-03
-2.1089173120e+00, 3.2967123039e+00, 1.2430086957e-03
-2.1085671680e+00, 3.2964045235e+00, 6.9709610823e-04
-2.1082170240e+00, 3.2972483385e+00, 1.0643118950e-03
-2.1078668800e+00, 3.2972681503e+00, -1.7333924523e-04
-2.1075167360e+00, 3.2978680849e+00, -7.1489881886e-05
-2.1071665920e+00, 3.2973884163e+00, -3.4159997426e-04
-2.1068164480e+00, 3.2967750877e+00, -1.9264876836e-04
-2.1064663040e+00, 3.2967946205e+00, 1.2225272073e-03
-2.1061161600e+00, 3.2963551335e+00, 1.0258602723e-03
-2.1057660160e+00, 3.2962850946e+00, 9.3511667517e-04
-2.1054158720e+00, 3.2959295984e+00, -5.6254333288e-04
-2.1050657280e+00, 3.2964477746e+00, 3.8563238395e-05
-2.1047155840e+00, 3.2958045888e+00, 6.1751408515e-04
-2.1043654400e+00, 3.2958550949e+00, 6.3514937217e-04
-2.1040152960e+00, 3.2956128888e+00, 9.4064165433e-04
-2.1036651520e+00, 3.2960493063e+00, 5.4881459678e-04
-2.1033150080e+00, 3.2962923496e+00, 4.0047727745e-04
-2.1029648640e+00, 3.2967030956e+00, -2.6536642340e-04
-2.1026147200e+00, 3.2961793387e+00, 5.3603459447e-04
-2.1022645760e+00, 3.2958506303e+00, 1.0218979135e-03
-2.1019144320e+00, 3.2959131351e+00, 3.6448120109e-04
-2.1015642880e+00, 3.2972416416e+00, 6.0869644163e-04
-2.1012141440e+00, 3.2961162758e+00, 7.3337122394e-04
-2.1008640000e+00, 3.2956017272e+00, 4.5198794176e-04
-2.1005138560e+00, 3.2966804934e+00, 8.4303368913e-04
-2.1001637120e+00, 3.2970644516e+00, 1.9566239336e-03
-2.0998135680e+00, 3.2967879235e+00, 1.7245748088e-03
-2.0994634240e+00, 3.2968306166e+00, -1.2009853694e-04
-2.0991132800e+00, 3.2957568731e+00, 2.5392580998e-04
-2.0987631360e+00, 3.2971400712e+00, 6.2638753653e-04
-2.0984129920e+00, 3.2957180866e+00, 1.5964957464e-03
-2.0980628480e+00, 3.2962993256e+00, 8.4627054561e-04
-2.0977127040e+00, 3.2960791635e+00, 1.1427777606e-03
-2.0973625600e+00, 3.2968088515e+00, 4.2637212928e-04
-2.0970124160e+00, 3.2969483712e+00, 1.0844585362e-03
-2.0966622720e+00, 3.2974969626e+00, 5.2593336994e-04
-2.0963121280e+00, 3.2971615573e+00, 8.7674164281e-04
-2.0959619840e+00, 3.2967976899e+00, 1.3136614596e-03
-2.0956118400e+00, 3.2981217317e+00, 3.8831116172e-04
-2.0952616960e+00, 3.2965429270e+00, 6.3235897865e-04
-2.0949115520e+00, 3.2962105911e+00, 4.6766995332e-04
-2.0945614080e+00, 3.2962089169e+00, 6.6372300178e-04
-2.0942112640e+00, 3.2962449129e+00, 1.4541298692e-03
-2.0938611200e+00, 3.2961871518e+00, 2.0910650932e-03
-2.0935109760e+00, 3.2968264310e+00, 1.3121546471e-03
-2.0931608320e+00, 3.2957895207e+00, 6.7388003417e-04
-2.0928106880e+00, 3.2966364052e+00, 1.7360154222e-03
-2.0924605440e+00, 3.2961450168e+00, 1.5625645612e-03
-2.0921104000e+00, 3.2969575795e+00, 8.5598111504e-04
-2.0917602560e+00, 3.2959909871e+00, 5.8598263841e-04
-2.0914101120e+00, 3.2966015252e+00, 1.0904857862e-03
-2.0910599680e+00, 3.2957658023e+00, 4.1978680058e-04
-2.0907098240e+00, 3.2952769254e+00, 1.1490840500e-04
-2.0903596800e+00, 3.2957465486e+00, 1.7445540264e-04
-2.0900095360e+00, 3.2953397092e+00, 5.6589180510e-05
-2.0896593920e+00, 3.2952582297e+00, 2.7122624978e-04
-2.0893092480e+00, 3.2959245757e+00, 5.9312604581e-04
-2.0889591040e+00, 3.2952406502e+00, 8.2785394840e-04
-2.0886089600e+00, 3.2959985212e+00, 8.1965019146e-04
-2.0882588160e+00, 3.2960202862e+00, -1.9862021049e-04
-2.0879086720e+00, 3.2958704421e+00, -9.0018094834e-05
-2.0875585280e+00, 3.2976646652e+00, 1.6820492116e-04
-2.0872083840e+00, 3.2975706290e+00, 3.8167002515e-04
-2.0868582400e+00, 3.2966012462e+00, -2.4432685628e-04
-2.0865080960e+00, 3.2960378657e+00, -8.0474949009e-05
-2.0861579520e+00, 3.2965139069e+00, 6.7103383279e-04
-2.0858078080e+00, 3.2968621480e+00, 8.6669622615e-04
-2.0854576640e+00, 3.2963905715e+00, -2.0029444660e-04
-2.0851075200e+00, 3.2957764058e+00, -7.8577481418e-05
-2.0847573760e+00, 3.2958489561e+00, -7.3705454338e-04
-2.0844072320e+00, 3.2964488907e+00, -7.0987611053e-05
-2.0840570880e+00, 3.2953935638e+00, -2.6731969886e-05
-2.0837069440e+00, 3.2962460291e+00, -2.9661883078e-04
-2.0833568000e+00, 3.2959075543e+00, 1.6312640496e-04
-2.0830066560e+00, 3.2962792348e+00, 2.4784275211e-04
-2.0826565120e+00, 3.2955908447e+00, 7.4023559199e-04
-2.0823063680e+00, 3.2955657311e+00, 6.7047575408e-04
-2.0819562240e+00, 3.2957122268e+00, 6.0138561062e-04
-2.0816060800e+00, 3.2965046986e+00, 4.6833964777e-04
-2.0812559360e+00, 3.2954973665e+00, 4.9110925886e-05
-2.0809057920e+00, 3.2958782552e+00, 5.0969327968e-04
-2.0805556480e+00, 3.2947749335e+00, 1.2930683554e-03
-2.0802055040e+00, 3.2956123307e+00, 3.8412557145e-04
-2.0798553600e+00, 3.2961779435e+00, 1.0386402746e-03
-2.0795052160e+00, 3.2960314478e+00, 7.1891698553e-04
-2.0791550720e+00, 3.2954926228e+00, 2.0361501488e-03
-2.0788049280e+00, 3.2959279242e+00, 2.2457645097e-03
-2.0784547840e+00, 3.2965543676e+00, 6.5607732354e-04
-2.0781046400e+00, 3.2953572887e+00, -5.6354787454e-04
-2.0777544960e+00, 3.2963688064e+00, 3.8233971960e-04
-2.0774043520e+00, 3.2969252109e+00, 2.0749366187e-04
-2.0770542080e+00, 3.2960378657e+00, 5.9647451803e-04
-2.0767040640e+00, 3.2970538481e+00, 1.3823051401e-03
-2.0763539200e+00, 3.2972073197e+00, 6.1790474024e-04
-2.0760037760e+00, 3.2960646535e+00, -7.2338161515e-04
-2.0756536320e+00, 3.2955411756e+00, 4.3022287234e-04
-2.0753034880e+00, 3.2958896958e+00, -3.8758565941e-04
-2.0749533440e+00, 3.2950235576e+00, -1.1769321773e-03
-2.0746032000e+00, 3.2957515713e+00, -4.7855248804e-04
